14694	0	1	-999	-999	-999	-999	16	29	1.81701665379258	5.3851648071345	1.46239799789896	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
15291	1	1	1	-999	1.66666666666667	2.33333333333333	24	33	3.04424868893541	5.74456264653803	1.51851393987789	26	5.19615242270663	27	2	2	6	4	6	6	6	6	2	2	2	4	2	2	3	2	6	6	6	6	6	6	6	1	6	1	6	6	2	6	6	3	3	6	2	3	1	1	1	6	6	6	2	2	1	3	1	1	1	1	2	2	2	3	2	2	2	2	1	1	1	1	1	1	1	2	1	2	1	1	2	1	1	4	3	1	2	3	-999	-999	-999	2	2	-999	4	-999	-999	-999	-999	2	2	2	4	2	2	3	2	-999	-999	-999	-999	-999	-999	-999	1	-999	1	-999	-999	2	-999	-999	3	3	-999	2	3
15593	1	1	2	3	2.66666666666667	3.28125	23	26	2.86157287525381	5.09901951359278	1.41497334797082	15	4.12310562561766	17	3	2	6	2	4	4	4	4	4	3	6	4	3	2	4	3	6	3	2	2	4	4	2	5	3	6	3	4	2	3	4	4	4	3	3	4	4	1	1	3	6	6	3	2	1	2	3	4	4	4	3	2	1	3	2	2	3	2	1	2	2	2	3	2	4	3	3	1	3	3	4	2	3	5	4	3	3	2	3	-999	-999	3	2	-999	2	4	4	4	4	4	3	-999	4	3	2	4	3	-999	3	2	2	4	4	2	5	3	-999	3	4	2	3	4	4	4	3	3	4
15968	1	1	2	5	3.72222222222222	3.90909090909091	18	31	2.08444872453601	5.56776436283002	1.49136169383427	14	6.48074069840786	42	3	5	3	5	5	4	4	4	4	2	6	2	6	3	3	2	4	2	5	5	5	6	5	4	4	5	5	2	3	4	4	5	4	5	4	5	4	1	1	5	6	6	3	5	3	5	5	4	4	4	4	2	1	2	1	4	3	2	4	3	5	5	5	1	5	4	4	5	5	2	3	4	4	5	4	5	4	5	5	-999	-999	3	5	3	5	5	4	4	4	4	2	-999	2	-999	3	3	2	4	2	5	5	5	-999	5	4	4	5	5	2	3	4	4	5	4	5	4	5
16944	1	1	1	-999	3.33333333333333	4.13333333333333	25	34	3.24051025721682	5.8309518948453	1.53147891704226	9	3.60555127546399	13	5	5	6	6	5	1	4	3	4	3	6	4	5	4	5	4	4	2	5	4	5	6	4	5	3	3	5	6	5	5	4	6	5	5	4	4	1	1	1	6	6	6	5	5	1	1	4	2	3	2	4	5	1	5	4	3	3	3	3	2	5	4	5	1	3	5	3	2	4	1	4	4	4	1	5	5	4	4	-999	-999	-999	5	5	-999	-999	5	1	4	3	4	3	-999	4	5	4	5	4	4	2	5	4	5	-999	4	5	3	3	5	-999	5	5	4	-999	5	5	4	4
17411	1	1	1	-999	4.08333333333333	4.19230769230769	28	46	3.95794919243112	6.78232998312527	1.66275783168157	11	3.3166247903554	11	6	5	4	3	5	3	4	5	5	3	6	4	6	6	5	3	5	4	6	6	6	6	6	6	5	4	5	2	4	4	4	5	5	5	3	5	1	1	1	6	6	6	1	5	4	4	5	4	5	5	5	3	1	5	1	1	5	3	5	4	5	5	5	5	5	5	5	3	5	2	4	4	5	5	5	5	3	5	-999	-999	-999	-999	5	4	3	5	3	4	5	5	3	-999	4	-999	-999	5	3	5	4	-999	-999	-999	-999	-999	-999	5	4	5	2	4	4	4	5	5	5	3	5
17955	1	1	2	5	2.94444444444444	3.40625	16	50	1.81701665379258	7.07106781186548	1.69897000433602	13	4.58257569495584	21	3	5	4	3	2	3	4	4	5	3	6	4	6	4	4	2	4	5	4	4	5	6	5	2	3	6	4	1	3	3	3	1	3	3	2	4	4	1	1	5	6	6	2	4	4	2	4	3	3	3	5	2	1	2	1	3	3	2	4	4	2	3	4	1	4	4	3	1	4	2	3	3	3	4	3	2	4	4	5	-999	-999	3	5	4	3	2	3	4	4	5	3	-999	4	-999	4	4	2	4	5	4	4	5	-999	5	2	3	-999	4	1	3	3	3	1	3	3	2	4
18765	1	1	1	-999	3.36111111111111	4.33333333333333	28	35	3.95794919243112	5.91607978309962	1.54406804435028	0	0	0	5	5	6	6	5	3	4	4	5	4	6	6	5	4	5	5	5	3	3	6	5	4	5	5	5	4	5	5	5	3	4	4	3	6	4	4	1	1	1	6	6	6	2	5	1	1	2	2	3	3	4	5	1	1	5	5	5	5	5	3	2	1	3	3	5	4	3	2	5	5	5	3	4	4	5	1	3	5	-999	-999	-999	5	5	-999	-999	5	3	4	4	5	4	-999	-999	5	4	5	5	5	3	3	-999	5	4	5	5	5	4	5	5	5	3	4	4	3	-999	4	4
19733	1	1	2	4	2.5	2.6	21	32	2.52772233983162	5.65685424949238	1.50514997831991	16	4.89897948556636	24	6	3	4	4	2	3	2	3	3	6	6	6	3	2	3	3	2	2	2	6	3	6	2	3	2	2	3	3	2	2	3	3	2	3	2	2	4	1	1	4	6	6	1	2	4	4	3	3	3	3	3	1	1	1	3	2	3	3	2	2	2	1	3	1	3	4	2	2	4	3	2	2	3	3	3	3	2	3	4	-999	-999	-999	3	4	4	2	3	2	3	3	-999	-999	-999	3	2	3	3	2	2	2	-999	3	-999	2	3	2	2	3	3	2	2	3	3	2	3	2	2
21952	1	2	4.33333333333333	4.66666666666667	3.55555555555556	2.65714285714286	30	76	4.69	8.71779788708135	1.88081359228079	22	4.89897948556636	24	2	3	3	5	2	2	3	3	4	2	2	2	6	2	2	2	3	3	2	2	4	2	2	2	3	3	3	2	3	2	3	4	3	3	3	2	5	5	3	5	4	5	2	2	3	5	5	5	4	3	5	4	2	2	1	2	2	2	5	3	4	4	4	4	3	3	4	3	3	4	5	4	4	5	4	4	5	4	5	4	5	2	3	3	5	2	2	3	3	4	2	2	2	-999	2	2	2	3	3	2	2	4	2	2	2	3	3	3	2	3	2	3	4	3	3	3	2
22118	1	2	4.33333333333333	4.33333333333333	3.19444444444444	3.6	22	42	2.69	6.48074069840786	1.6232492903979	27	7.81024967590665	61	3	5	3	4	5	5	3	3	5	6	3	3	4	5	5	5	3	6	3	2	6	6	3	2	2	2	2	6	3	4	2	4	5	6	5	5	5	3	5	5	3	5	3	5	3	4	5	5	3	3	5	1	3	3	4	5	5	5	3	1	3	2	1	1	3	2	2	2	3	1	3	4	2	4	5	1	5	5	5	3	5	3	5	3	4	5	5	3	3	5	-999	3	3	4	5	5	5	3	-999	3	2	-999	-999	3	2	2	2	2	-999	3	4	2	4	5	-999	5	5
22829	1	2	2	4	3.30555555555556	3.5625	30	112	4.69	10.5830052442584	2.04921802267018	18	4.89897948556636	24	6	4	3	4	4	4	3	4	5	6	2	4	6	6	3	3	5	3	2	2	3	5	4	2	4	4	4	2	3	4	4	5	4	3	3	5	4	1	1	4	6	6	1	4	3	3	4	3	4	3	4	1	3	4	1	1	3	2	4	3	4	3	2	4	3	5	4	4	5	3	2	3	3	5	5	4	4	5	4	-999	-999	-999	4	3	4	4	4	3	4	5	-999	2	4	-999	-999	3	3	5	3	2	2	3	5	4	2	4	4	4	2	3	4	4	5	4	3	3	5
23325	1	2	1	-999	3.58333333333333	3.83333333333333	26	28	3.45393202250021	5.29150262212918	1.44715803134222	8	3.16227766016838	10	4	4	3	3	4	5	5	5	4	3	3	5	4	3	4	4	4	3	4	3	4	3	4	4	3	4	3	3	4	4	4	5	5	4	3	4	1	1	1	6	6	6	3	4	2	3	4	5	5	5	3	3	3	5	4	3	4	2	4	2	4	3	4	3	4	5	3	2	3	3	4	4	4	5	5	3	2	4	-999	-999	-999	4	4	3	3	4	5	5	5	4	3	3	5	4	3	4	4	4	3	4	3	4	3	4	4	3	4	3	3	4	4	4	5	5	4	3	4
23353	1	2	4	3.66666666666667	2.05555555555556	3.14285714285714	30	94	4.69	9.69535971483266	1.9731278535997	16	6	36	5	2	6	4	4	2	6	3	4	6	6	3	6	3	6	6	3	6	6	6	3	6	2	2	6	6	2	5	3	2	4	5	3	6	2	6	2	5	5	4	5	2	5	2	1	2	3	2	1	2	5	1	1	2	1	2	1	1	2	1	1	1	2	1	2	2	1	1	2	5	2	2	4	5	4	1	2	1	4	5	2	5	2	-999	4	4	2	-999	3	4	-999	-999	3	-999	3	-999	-999	3	-999	-999	-999	3	-999	2	2	-999	-999	2	5	3	2	4	5	3	-999	2	-999
23449	0	2	-999	-999	-999	-999	10	12	1.10742430504416	3.46410161513775	1.07918124604762	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
23616	1	2	1.66666666666667	5	1.83333333333333	3.81818181818182	30	56	4.69	7.48331477354788	1.7481880270062	30	6.78232998312527	46	6	5	6	4	6	6	6	6	5	6	6	6	6	6	6	6	6	6	3	6	6	6	2	6	3	6	6	6	4	4	3	5	4	6	6	6	3	1	1	5	6	6	1	5	1	3	1	1	1	1	4	1	1	1	1	1	1	1	1	1	4	1	1	1	2	1	3	1	1	1	4	4	3	5	4	1	1	1	5	-999	-999	-999	5	-999	4	-999	-999	-999	-999	5	-999	-999	-999	-999	-999	-999	-999	-999	-999	3	-999	-999	-999	2	-999	3	-999	-999	-999	4	4	3	5	4	-999	-999	-999
23839	1	2	1	-999	2.91666666666667	3.46666666666667	26	59	3.45393202250021	7.68114574786861	1.77085201164214	1	1.4142135623731	2	6	4	4	3	4	4	3	4	4	6	6	3	6	4	3	4	6	4	3	4	4	6	4	3	4	4	3	2	2	4	3	3	3	3	3	4	1	1	1	6	6	6	1	4	4	2	4	3	2	4	3	1	1	2	1	3	4	4	1	4	3	2	4	1	4	3	4	4	3	2	3	3	4	3	4	4	4	2	-999	-999	-999	-999	4	4	3	4	4	3	4	4	-999	-999	3	-999	4	3	4	-999	4	3	4	4	-999	4	3	4	4	3	2	2	4	3	3	3	3	3	4
24063	1	2	2	5	2.97222222222222	3.22857142857143	30	43	4.69	6.557438524302	1.63346845557959	21	5.8309518948453	34	4	4	4	4	4	2	2	2	5	5	2	4	1	3	5	2	5	2	4	3	6	2	3	3	3	4	3	3	3	3	3	4	4	3	2	3	4	1	1	5	6	6	3	3	4	4	4	3	2	2	4	4	2	3	2	3	4	2	4	2	4	3	1	3	3	3	3	2	3	3	4	3	2	4	3	3	2	3	5	-999	-999	4	4	4	4	4	2	2	2	5	5	2	4	1	3	5	2	5	2	4	3	-999	2	3	3	3	4	3	3	3	3	3	4	4	3	2	3
24372	1	2	1.33333333333333	2	2.22222222222222	2.16	30	63	4.69	7.93725393319377	1.79934054945358	30	7.54983443527075	57	1	4	3	4	1	3	2	1	6	6	1	6	3	2	3	6	6	6	3	2	6	6	1	1	2	6	3	6	1	1	6	2	2	3	2	3	2	1	1	2	6	6	2	2	3	4	4	3	2	2	1	1	2	1	2	2	2	1	1	1	3	2	1	1	5	3	2	1	3	1	3	2	1	3	4	3	4	2	2	-999	-999	1	4	3	4	1	3	2	1	-999	-999	1	-999	3	2	3	-999	-999	-999	3	2	-999	-999	1	1	2	-999	3	-999	1	1	-999	2	2	3	2	3
26407	1	2	1	-999	2.94444444444444	3.02857142857143	10	12	1.10742430504416	3.46410161513775	1.07918124604762	10	3.3166247903554	11	3	4	5	3	3	2	2	4	4	2	2	4	4	4	2	3	4	2	2	2	3	4	4	4	3	3	2	3	3	2	3	4	2	6	2	3	1	1	1	6	6	6	3	4	5	3	4	3	2	3	4	2	2	4	4	3	2	3	4	2	2	2	3	4	4	4	3	3	2	3	2	2	3	4	2	1	2	3	-999	-999	-999	3	4	5	3	3	2	2	4	4	2	2	4	4	4	2	3	4	2	2	2	3	4	4	4	3	3	2	3	3	2	3	4	2	-999	2	3
26496	1	2	3.33333333333333	2	3.55555555555556	3.83333333333333	17	32	1.94834261322606	5.65685424949238	1.50514997831991	17	5.65685424949238	32	3	4	4	3	4	3	5	5	5	3	3	4	4	5	3	3	4	3	4	4	3	2	3	5	3	4	5	4	4	4	4	4	4	4	5	4	5	4	1	2	2	6	3	4	4	3	4	4	4	4	4	3	4	4	4	4	4	4	4	3	3	4	3	2	3	4	4	3	4	4	3	3	3	3	3	3	4	4	2	2	-999	3	4	4	3	4	3	5	5	5	3	3	4	4	5	3	3	4	3	4	4	3	2	3	5	3	4	5	4	4	4	4	4	4	4	5	4
26548	1	2	3.33333333333333	4.33333333333333	3.30555555555556	3.82352941176471	30	50	4.69	7.07106781186548	1.69897000433602	29	7.68114574786861	59	2	4	4	2	2	4	3	5	4	6	1	4	3	3	2	3	2	5	5	5	5	6	5	5	5	4	5	5	5	4	5	2	3	5	4	5	4	3	3	4	5	4	2	3	3	4	2	4	2	4	4	1	2	3	2	2	4	4	5	4	5	4	5	1	2	2	4	2	3	4	5	3	5	4	5	4	2	4	4	5	4	2	4	4	2	2	4	3	5	4	-999	1	4	3	3	2	3	2	5	5	5	5	-999	5	5	5	4	5	5	5	4	5	2	3	5	4	5
26649	1	2	2.66666666666667	5	3.41666666666667	4.34375	17	21	1.94834261322606	4.58257569495584	1.32221929473392	4	2.44948974278318	6	6	4	3	2	2	5	5	5	3	6	4	5	5	3	4	4	5	6	4	4	5	4	5	5	5	5	5	6	5	5	5	4	4	5	5	5	4	3	1	5	5	6	1	3	4	2	2	4	5	5	3	1	5	3	4	2	4	4	5	1	3	2	5	2	3	3	5	3	4	1	5	5	5	4	4	3	4	4	5	5	-999	-999	4	3	2	2	5	5	5	3	-999	4	5	5	3	4	4	5	-999	4	4	5	4	5	5	5	5	5	-999	5	5	5	4	4	5	5	5
27863	1	2	2.66666666666667	4	4.05555555555556	4.2	30	75	4.69	8.66025403784439	1.8750612633917	23	6.557438524302	43	5	5	4	5	5	5	5	5	5	3	3	4	4	4	5	4	4	3	3	4	6	4	4	4	4	3	5	5	5	5	4	5	4	3	3	4	3	4	1	4	4	6	4	5	4	5	5	5	5	5	5	3	3	4	4	4	5	4	4	3	3	4	1	4	4	4	4	4	3	5	5	5	4	5	4	3	3	4	4	4	-999	5	5	4	5	5	5	5	5	5	3	3	4	4	4	5	4	4	3	3	4	-999	4	4	4	4	3	5	5	5	5	4	5	4	3	3	4
28483	1	2	2.33333333333333	4	3.44444444444444	2.8125	27	135	3.69	11.6189500386223	2.13033376849501	30	13.228756555323	175	3	3	1	2	3	4	4	1	3	6	6	6	1	2	1	6	3	3	5	2	5	1	2	2	5	3	4	2	1	1	4	5	5	3	3	3	5	1	1	4	6	6	4	4	3	4	5	3	3	3	4	1	1	1	3	4	3	1	3	4	5	4	4	2	3	2	4	3	4	4	5	5	4	5	5	3	4	4	4	-999	-999	3	3	1	2	3	4	4	1	3	-999	-999	-999	1	2	1	-999	3	3	5	2	5	1	2	2	5	3	4	2	1	1	4	5	5	3	3	3
28671	1	2	1	-999	2.22222222222222	3.53846153846154	9	9	.999584240176571	3	.954242509439325	3	1.73205080756888	3	5	4	6	6	3	3	6	4	3	4	3	5	6	4	3	4	6	6	3	6	6	6	3	5	3	6	4	3	2	4	4	3	4	3	2	4	1	1	1	6	6	6	2	2	1	1	2	2	1	3	2	4	2	2	1	2	2	3	1	1	2	1	1	1	2	5	3	1	4	3	2	3	3	3	4	3	2	3	-999	-999	-999	5	4	-999	-999	3	3	-999	4	3	4	3	5	-999	4	3	4	-999	-999	3	-999	-999	-999	3	5	3	-999	4	3	2	4	4	3	4	3	2	4
29311	1	2	1	-999	1.58333333333333	2.6	30	93	4.69	9.64365076099295	1.96848294855394	24	8.42614977317636	71	6	4	6	3	4	3	6	6	3	1	6	6	6	5	6	6	2	6	6	6	6	6	2	1	6	6	6	6	1	6	6	6	1	2	4	3	1	1	1	6	6	6	1	3	1	2	2	2	1	1	2	2	1	1	1	2	1	1	3	1	1	1	1	1	2	3	1	1	1	1	3	1	1	1	3	2	3	2	-999	-999	-999	-999	4	-999	3	4	3	-999	-999	3	1	-999	-999	-999	5	-999	-999	2	-999	-999	-999	-999	-999	2	1	-999	-999	-999	-999	1	-999	-999	-999	1	2	4	3
