StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consent,over_18,yrborn,gender,gender_4_TEXT,race_1,race_2,race_3,race_4,race_5,race_6,race_7,race_7_TEXT,hisp_1,hisp_2,hisp_3,hisp_4,hisp_5,hisp_6,hisp_7,hisp_8,hisp_8_TEXT,asian_1,asian_2,asian_3,asian_4,asian_5,asian_6,asian_7,asian_8,asian_9,asian_10,asian_11,asian_12,asian_13,asian_14,asian_15,asian_16,asian_17,asian_17_TEXT,marstat,sexor,sexor_6_TEXT,income,educ,employ_1,employ_2,employ_3,employ_4,employ_5,employ_6,employ_7,employ_8,occ,occ_10_TEXT,lo_cog_1,lo_cog_2,lo_cog_3,lo_cog_4,lo_cog_5,lo_cog_6,lo_beh_1,lo_beh_2,lo_beh_3,lo_beh_4,lo_beh_5,lo_aff_1,lo_aff_2,lo_aff_3,lo_aff_4,pss_1,pss_2,pss_3,pss_4,pss_5,pss_6,pss_7,pss_8,pss_9,pss_10,stress_def,race_7_TEXT - Topics,stress_def - Topics
10/30/2017 18:24,10/30/2017 18:26,0,172.73.71.215,100,141,1,10/30/2017 18:26,R_uybjM7EFL1Bmgq5,,,,,35.32839966,-80.74590302,anonymous,EN,1,1,1988,2,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5,,3,6,1,,,,,,,,10,Teacher,6,6,6,6,6,5,6,6,5,2,6,5,6,5,5,1,3,3,3,2,2,3,3,1,1,A mental response to circumstances. ,,Unknown
10/30/2017 18:26,10/30/2017 18:29,0,172.73.71.215,100,184,1,10/30/2017 18:29,R_24vFGl45MZzP2Dj,,,,,35.32839966,-80.74590302,anonymous,EN,1,1,1990,2,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5,,3,3,1,,,,,,,,4,,4,4,5,4,4,5,3,4,3,2,4,5,4,4,4,4,2,4,2,0,2,3,2,4,3,The feeling you get from anxiety.,,Unknown
10/30/2017 20:15,10/30/2017 20:21,0,172.58.19.59,100,333,1,10/30/2017 20:21,R_1lyEm0o5luwXSCI,,,,,33.97920227,-118.0327988,anonymous,EN,1,1,1992,2,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,4,2,1,,,,,,,,6,,5,5,5,4,6,5,5,6,6,1,6,6,6,5,6,2,3,2,2,2,2,3,2,2,2,"Constant feeling of uneasiness, unpredictability 
Mental overload",,Unknown
10/30/2017 21:33,10/30/2017 21:39,0,172.58.21.246,100,349,1,10/30/2017 21:39,R_Y6yiCyfe6BwOiUF,,,,,33.44839478,-112.0739975,anonymous,EN,1,1,1982,2,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,2,4,1,,,,,,,,8,,6,6,6,6,6,6,6,6,6,2,6,6,6,6,6,2,1,3,4,2,2,3,3,3,2,Stress is you body feeling burdened by all of the things on your plate at a certain point in time.,,Unknown
10/31/2017 21:59,10/31/2017 22:02,0,71.237.3.176,100,179,1,10/31/2017 22:02,R_1cTcQF2mFNeT6j3,,,,,39.68370056,-104.9113998,anonymous,EN,1,1,1993,2,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,,3,5,1,,,,,,,,8,,6,6,4,5,6,6,5,2,6,1,4,6,5,6,6,2,3,2,2,3,2,2,3,1,1,Unending worry about things I need to accomplish. Tension that will not go away until I face it head on. ,,Unknown
10/31/2017 21:54,10/31/2017 22:04,0,71.212.154.148,100,621,1,10/31/2017 22:04,R_32WOCV5mvtRlbqE,,,,,39.74279785,-104.8996964,anonymous,EN,1,1,1990,2,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,,2,6,,,,,,1,,,,,5,5,5,6,6,5,6,6,4,3,5,6,5,5,6,2,2,2,3,3,2,2,2,1,1,A feeling of urgency that can be helpful and impairing. It seems like the bad stress occurs when the demands upon me are larger than the resources I have to cope. ,,Unknown
10/31/2017 22:12,10/31/2017 22:14,0,73.126.0.135,100,96,1,10/31/2017 22:14,R_11dxaaMtBgXbAO7,,,,,42.34959412,-71.07460022,anonymous,EN,1,1,1994,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,3,5,1,,,,,,,,8,,5,5,5,5,5,5,4,5,4,4,4,5,2,3,5,2,3,3,3,3,2,3,1,1,2,Stress is something everyone experiences. And there are many ways hat people cope with it. But it is the feeling you feel when you need to get things done.,,Unknown
10/31/2017 22:33,10/31/2017 22:34,0,73.95.43.11,100,94,1,10/31/2017 22:34,R_yHKhQpjFfNwA557,,,,,39.74279785,-104.8996964,anonymous,EN,1,1,1996,1,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,2,,,,,,1,,,,,6,6,5,6,6,5,5,5,5,2,5,6,4,4,6,1,3,4,4,3,2,3,2,1,2,"Sort of a combo of fear and anxiety but sort of to a lesser degree. Well, It depends on the situation.",,Unknown
10/31/2017 22:43,10/31/2017 22:46,0,98.204.177.78,100,171,1,10/31/2017 22:46,R_1CeBwnizbuROIDn,,,,,38.86000061,-77.05329895,anonymous,EN,1,1,1994,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,4,5,1,,,,,,,,8,,5,4,4,4,5,4,5,4,4,3,4,6,4,5,5,2,3,3,1,3,3,2,2,2,4,My body's response to uncontrollable circumstances,,Unknown
10/31/2017 22:27,10/31/2017 22:49,0,73.14.180.248,100,1325,1,10/31/2017 22:49,R_2AQHmlPG7D9PTKR,,,,,40.59390259,-105.1256027,anonymous,EN,1,1,1995,2,,,1,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,3,,1,5,,,,,,1,,,,,4,5,4,5,5,5,3,5,4,2,4,5,5,6,5,2,1,3,3,2,3,2,1,1,2,To me it's when I am mentally burdened and after a while I feel drained,,Unknown
11/1/2017 0:44,11/1/2017 0:46,0,71.205.75.4,100,154,1,11/1/2017 0:46,R_1qh2RzIfdjFtWQi,,,,,39.73699951,-105.0203018,anonymous,EN,1,1,1994,2,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,,6,5,1,,,,,,,,8,,6,6,6,6,6,6,6,6,6,1,6,6,6,6,6,2,1,3,2,2,2,2,2,2,3,The worst feeling ever!,,Unknown
11/1/2017 6:31,11/1/2017 6:36,0,66.180.182.157,100,274,1,11/1/2017 6:36,R_2VF3JgQ5zOvonpF,,,,,40.37559509,-74.65969849,anonymous,EN,1,1,1994,2,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,2,5,,,,,,1,,,,,6,6,6,6,6,5,5,5,5,2,5,5,5,5,5,2,0,3,2,3,2,3,1,0,2,Physiological response to perceived environmental threats or other external stimuli with potentially negative impacts.,,Unknown
11/1/2017 7:13,11/1/2017 7:17,0,152.15.113.5,100,207,1,11/1/2017 7:17,R_2qsmOrjj6WeKZ56,,,,,35.30409241,-80.72669983,anonymous,EN,1,1,1994,2,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,2,5,1,,,,,1,,,7,,4,5,5,5,6,4,4,3,6,2,4,6,4,4,6,3,3,3,2,2,3,3,3,1,1,"When things aren't going your way and you feel it physiologically, that's stress.",,Unknown
11/1/2017 7:29,11/1/2017 7:59,0,96.69.146.233,100,1815,1,11/1/2017 7:59,R_xAFJoOKTEEHRWk9,,,,,39.67700195,-104.9646988,anonymous,EN,1,1,1993,2,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,,4,5,1,,,,,,,,5,,4,4,5,5,4,4,5,6,6,1,4,5,5,6,6,2,2,2,3,3,1,3,3,2,1,"To me stress is defined as a strong negative emotion and a feeling of upset or strain. Some stress is good, but too much can lead to negative consequences.",,Unknown
11/1/2017 8:10,11/1/2017 8:13,0,50.236.76.36,100,214,1,11/1/2017 8:13,R_1mIUS5Mrqgbi11L,,,,,36.76780701,-121.6591034,anonymous,EN,1,1,1994,2,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,,2,5,,,,,,1,,,,,4,5,3,5,4,4,4,4,5,2,3,3,3,4,4,3,2,4,2,2,3,2,2,3,2,"It's hard to explain, but its something I feel when I have anxieties or a lot to do",,Unknown
11/1/2017 9:30,11/1/2017 9:34,0,73.14.180.248,100,251,1,11/1/2017 9:34,R_3fCsuqQBlYijSEV,,,,,40.59390259,-105.1256027,anonymous,EN,1,1,1995,2,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,5,,1,,,,1,,,7,,5,5,4,5,5,5,4,4,4,2,3,5,3,4,5,2,2,4,3,1,3,4,1,1,3,Stress is when you are feeling bad because you did something wrong or there is a lot going on in your life.,,Unknown
11/1/2017 10:32,11/1/2017 10:35,0,208.54.44.203,100,222,1,11/1/2017 10:35,R_3J9qZFpaLXTDx6y,,,,,35.22709656,-80.8431015,anonymous,EN,1,1,1992,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,5,,,,,,1,,,,,4,6,6,4,4,3,5,1,6,1,5,5,5,6,6,2,1,3,3,2,3,3,2,2,1,"Stress? If life does not turn out as expected, even after putting in much work. That is stress",,Unknown
11/1/2017 11:52,11/1/2017 11:58,0,107.77.229.176,100,335,1,11/1/2017 11:58,R_TbDqG8ZWhG1DPrz,,,,,33.80310059,-118.0726013,anonymous,EN,1,1,1983,2,,,,,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,2,2,,1,,,,,,,2,,6,5,5,5,5,6,6,6,6,2,5,6,6,6,6,1,1,2,2,3,1,3,2,1,1,It comes about because there is too much going on in life.,,Unknown
11/2/2017 10:01,11/2/2017 10:10,0,15.65.243.10,100,528,1,11/2/2017 10:10,R_3DiNQKKZ4AX5hSk,,,,,34.05439758,-118.2440033,anonymous,EN,1,1,1991,1,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,,2,2,1,,,,,,,,6,,6,5,4,5,6,6,5,4,5,2,4,5,4,5,6,2,1,3,3,2,3,2,3,1,1,"I define stress as a feeling that intensifies other emotions, and can be good or bad to your health depending on how you choose to look at stress.",,Unknown
10/30/2017 10:55,10/30/2017 10:58,0,92.40.249.234,95,172,0,11/6/2017 9:58,R_cGvZwiFtVNvh80F,,,,,,,anonymous,EN,1,1,1992,2,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,4,6,1,,,,,,,,7,,6,4,5,5,5,4,6,6,6,6,6,5,3,5,5,2,2,2,2,2,1,3,3,1,1,To me stress is an emotion that comes out when I need to get things done. I think it actually helps me get my work done.,,Unknown
10/30/2017 12:54,10/30/2017 12:57,0,66.87.64.136,81,225,0,11/6/2017 11:58,R_1eCYIviN2OrTSOv,,,,,,,anonymous,EN,1,1,1992,2,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,,1,2,,,1,,,,,,,,5,6,6,6,5,5,5,5,5,2,6,5,6,5,6,3,1,3,3,4,3,3,2,3,3,Sometimes its when I am having trouble with things it comes out and it doesn't feel good.,,Unknown
10/30/2017 14:58,10/30/2017 15:00,0,107.77.227.22,24,129,0,11/6/2017 14:01,R_RF6b9JGCQIrSu9H,,,,,,,anonymous,EN,1,1,1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,4,4,5,5,4,4,5,1,4,5,4,4,4,4,4,4,3,4,2,4,2,3,2,Stress is my body reacting to the events in my life that I cant control.,,Unknown
10/31/2017 1:20,10/31/2017 1:29,0,75.39.180.66,95,523,0,11/7/2017 0:29,R_3Ra5nkKxYNg42ou,,,,,,,anonymous,EN,1,1,1992,2,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,2,3,1,,,,,,,,7,,5,6,5,4,5,5,5,5,4,2,4,5,5,5,5,2,1,3,0,2,4,0,2,3,3,When I have too many exams!!,,Unknown
10/31/2017 21:58,10/31/2017 22:01,0,73.229.187.172,95,184,0,11/7/2017 21:01,R_eqXbdZQunizRVTj,,,,,,,anonymous,EN,1,1,1984,2,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,,6,6,1,,,,,,,,8,,5,5,5,6,5,5,5,5,6,1,4,5,5,5,6,3,3,2,2,3,3,3,2,1,3,Feeling like I am under pressure - in a negative way ,,Unknown
10/31/2017 22:09,10/31/2017 22:11,0,71.56.234.140,90,124,0,11/7/2017 21:12,R_3KIyl9q1nQLxch7,,,,,,,anonymous,EN,1,1,1989,2,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,,3,6,,,,,,1,,,,,6,6,5,5,6,5,5,5,5,2,5,5,4,5,5,2,1,2,0,2,3,3,2,3,3,It really depends on what the situation is. But my stress is determined by what is going on in my life,,Unknown
11/10/2017 15:54,11/10/2017 15:59,0,129.82.150.2,100,319,1,11/10/2017 15:59,R_TjBBI5BZz8Gzp4J,,,,,40.58529663,-105.0843964,anonymous,EN,1,1,1991,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,2,6,,1,,,,1,,,8,,4,4,3,4,4,3,4,5,3,3,4,4,3,5,6,1,1,2,3,3,1,3,3,1,1,"The feeling experienced when you feel the pressure of your obligations, expectations, hopes, dreams, insecurities, and other life difficulties. It can be experienced as fatigue, anxiety, depression, frustration, sadness, anger, etc.",,Unknown
11/14/2017 11:28,11/14/2017 11:31,0,173.164.103.109,100,179,1,11/14/2017 11:31,R_2ty6pmRBeNTWS0o,,,,,43.92919922,-123.0867004,anonymous,EN,1,1,1992,2,,,,,,,1,1,Jewish,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,2,5,1,,,,,,,,8,,5,6,4,5,5,3,5,4,3,2,3,6,2,5,5,4,3,3,3,2,1,2,3,2,2,A response to my anxiety's,Unknown,Unknown
11/14/2017 11:30,11/14/2017 11:32,0,73.229.166.22,100,159,1,11/14/2017 11:32,R_32M8ySilxS0fH5n,,,,,38.19340515,-104.8125,anonymous,EN,1,1,1993,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,3,6,,,1,,,,,,,,5,4,4,3,6,6,4,4,5,2,4,4,4,3,6,4,2,2,3,2,1,2,3,2,1,To me it is the physical reaction I feel to things in my life I do not like,,Unknown
11/14/2017 11:33,11/14/2017 11:36,0,174.238.19.141,100,201,1,11/14/2017 11:36,R_3NHUck3Ryw9h9L3,,,,,33.57339478,-112.2570038,anonymous,EN,1,1,1991,2,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,,4,6,1,,,,,,,,6,,5,5,5,5,5,6,5,5,6,1,4,4,3,4,5,2,2,3,3,2,1,2,3,2,1,"Stress is when I have too much on my plate, whether it's something I can control or not. ",,Unknown
11/14/2017 11:47,11/14/2017 11:49,0,73.153.2.183,100,119,1,11/14/2017 11:49,R_1o1oxIsECeRDmNV,,,,,40.51950073,-105.0627975,anonymous,EN,1,1,1990,2,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,6,,1,,,,1,,,7,,5,5,5,6,5,5,5,5,5,6,5,5,5,5,5,3,3,2,2,2,3,3,3,3,3,"Depending on the severity of stress, it could be something that motivates you or debilitates you. Usually occurs as a result of a deadline or task that is not easily completed or you don’t have complete control over. It is usually accompanied by a sense of anxiety and high physiological arousal. It can alter someone’s mood as well (usually for the worse). ",,Unknown
11/14/2017 11:41,11/14/2017 11:49,0,165.127.8.248,100,483,1,11/14/2017 11:49,R_RE7a2IZQ70vLJ5L,,,,,39.72900391,-104.9527969,anonymous,EN,1,1,1991,2,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,4,6,1,,,,,,,,7,,5,5,3,4,4,5,5,5,5,2,4,5,4,4,5,2,2,2,3,3,1,3,3,2,1,"Stress is my body’s response to either being pulled in too many directions or being exposed to high stake demands. Stress I don’t think is bad in small quantities, but is bad when it becomes chronic or when I don’t have a productive way to harness it.",,Unknown
11/14/2017 11:55,11/14/2017 12:00,0,165.20.108.40,100,285,1,11/14/2017 12:00,R_1Eb7B39arpR2VaU,,,,,41.93730164,-87.65509796,anonymous,EN,1,1,1987,2,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,6,6,1,,,,,,,,6,,4,5,5,4,4,6,5,5,5,2,2,5,2,4,5,2,3,3,2,2,1,2,1,3,2,something that causes anxiety,,Unknown
11/14/2017 12:04,11/14/2017 12:08,0,129.19.63.97,100,223,1,11/14/2017 12:08,R_2dAfe8hIzC72S1b,,,,,40.01499939,-105.2705994,anonymous,EN,1,1,1997,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,3,,1,,,,,,,10,"Student, tutor",5,4,4,4,5,3,4,3,3,2,3,4,4,4,5,2,1,3,3,2,1,3,3,2,1,Whenever I feel a sort of anxiety/worry about the near future in my chest. Usually before exams. ,,Unknown
11/14/2017 11:59,11/14/2017 12:12,0,184.183.174.190,100,753,1,11/14/2017 12:12,R_2DLZnpdHrJglSC9,,,,,32.90170288,-116.8932953,anonymous,EN,1,1,1991,2,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,,6,3,1,,,,,,,,8,,6,6,6,6,6,6,5,3,6,1,3,6,4,6,6,1,,3,4,3,0,3,3,1,0,The pressure to complete a task (physically or emotionally) in a demanding situation,,Unknown
11/14/2017 12:19,11/14/2017 12:29,0,129.82.87.250,100,584,1,11/14/2017 12:29,R_3My777gHeTQd1GU,,,,,40.58529663,-105.0843964,anonymous,EN,1,1,1989,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,2,6,,1,,,,,,,6,,5,5,6,4,4,4,4,3,3,2,3,5,3,4,5,1,3,3,2,2,1,2,2,0,1,"Physical or mental challenge that can be overcome with the correct amount of skills, experience, or time... Having inadequate skills, experience, or time to overcome the challenge is when stress is most physically or mentally harmful.",,Unknown
11/14/2017 12:29,11/14/2017 12:34,0,174.209.22.133,100,319,1,11/14/2017 12:34,R_czOXqEM24OATbbP,,,,,39.91340637,-105.0074997,anonymous,EN,1,1,1986,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,4,6,1,,,,,,,,8,,5,6,4,5,5,5,4,5,5,2,5,5,5,6,4,1,1,2,4,3,1,2,4,1,1,"Perceived metal distress from situations that are adverse.  Can be accompanied with somatic symptoms like tightening in chest, quick breathing, increased heart rate, and like ones head is being compressed. ",,Unknown
11/14/2017 12:53,11/14/2017 12:58,0,73.14.17.202,100,279,1,11/14/2017 12:58,R_vVpiarTN65IosLv,,,,,39.54870605,-105.1744995,anonymous,EN,1,1,1997,2,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,1,3,1,,,,,1,,,10,None of the above,4,4,5,5,4,5,2,3,4,5,5,2,2,3,4,4,4,3,1,1,4,1,1,3,4,Having too much going on at once and feeling like there's too much to do,,Unknown
11/14/2017 12:57,11/14/2017 13:01,0,129.82.150.0,100,259,1,11/14/2017 13:01,R_27dsXmaaCWfP4Hs,,,,,40.58529663,-105.0843964,anonymous,EN,1,1,1991,2,,,,,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,1,6,,1,,,,,,,10,Veterinary technician ,5,5,5,5,5,5,5,5,5,2,3,5,3,4,5,3,2,4,2,2,3,3,2,2,3,Stress can be defined by perceived pressures stemming from external factors.  This is often accompanied by the feeling of not being able to adequately handle these pressures.  ,,Unknown
11/14/2017 13:10,11/14/2017 13:17,0,70.166.86.208,100,436,1,11/14/2017 13:17,R_3JzuuHfLQUjQXDz,,,,,32.71910095,-117.1607056,anonymous,EN,1,1,1992,2,,,,,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,6,,,,,,1,,,,,6,6,6,6,6,6,6,6,6,1,6,6,1,6,4,3,4,4,4,3,2,2,1,4,4,"Stress is the overwhelming anxiety that creeps into every task. It makes your muscles tense, your heart beat rapidly, your armpits sweat excessively and your jaw clench tightly. It’s the feeling of your whole body tightening up and the feeling of being pushed down by a heavy weight from above.",,Unknown
11/14/2017 13:15,11/14/2017 13:19,0,129.82.150.14,100,256,1,11/14/2017 13:19,R_1E7mXnIlH9bzu1j,,,,,40.58529663,-105.0843964,anonymous,EN,1,1,1992,2,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,5,,1,,,,1,,,2,,5,5,5,4,4,4,4,4,4,2,3,5,4,3,4,2,3,3,2,2,2,2,2,2,2,The feeling that I have too much to do in too little time and can not handle it. ,,Unknown
11/14/2017 13:21,11/14/2017 13:29,0,172.58.38.252,100,510,1,11/14/2017 13:29,R_6YCaa0gbcBZsIs9,,,,,37.80780029,-122.271698,anonymous,EN,1,1,1990,2,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,2,6,,,,,,1,,,,,5,5,6,6,6,5,4,2,5,1,4,5,4,5,5,2,1,2,4,4,0,4,3,2,1,"Stress is related to mental health, and occurs when work-life balance becomes skewed, and is capable of causing physical changes in your body.",,Unknown
